id,spacegroup,number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev
1772,194,80.0,0.4062,0.5938,0.0,6.252,6.252,23.7931,90.0172,89.9994,119.9997,0.2341,2.4366
1773,33,40.0,0.25,0.0,0.75,5.4797,9.3301,9.9569,90.0017,89.9979,90.0004,0.2506,1.1885
1774,12,80.0,0.25,0.5,0.25,24.5958,6.2379,6.082,89.9999,104.4479,90.0001,0.1178,1.8197
1775,206,80.0,0.4688,0.375,0.1562,9.3458,9.3454,9.3454,90.0034,90.0037,89.9967,0.1841,2.6323
1776,206,80.0,0.375,0.1875,0.4375,9.6344,9.6342,9.6343,90.0019,90.0023,89.998,0.224,1.8113
1777,194,80.0,0.75,0.0938,0.1562,6.2624,6.262,23.7356,90.0127,90.0086,120.0009,0.3809,2.3521
1778,194,80.0,0.1562,0.6875,0.1562,6.4483,6.4482,24.1821,90.0048,90.004,119.994,0.2203,1.7998
1779,206,80.0,0.4375,0.5625,0.0,9.2204,9.22,9.2199,90.0047,90.0046,89.9954,0.1091,3.1609
1780,206,80.0,0.4375,0.5625,0.0,9.2204,9.22,9.2199,90.0047,90.0046,89.9954,0.1075,3.1532
1781,167,30.0,0.5,0.1667,0.3333,5.1087,5.1084,13.7499,89.9929,90.0076,120.0013,0.3184,2.4325
1782,194,80.0,0.9062,0.0938,0.0,6.1007,6.1003,23.4176,90.0099,90.0003,120.0058,0.1958,3.7939
1783,167,30.0,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0655,3.7204
1784,33,80.0,0.5312,0.0312,0.4375,10.4814,8.9557,9.5844,90.0034,90.0005,90.0006,0.2363,1.9785
1785,167,30.0,0.3333,0.6667,0.0,4.9772,4.9768,13.4593,89.9952,90.0061,120.0005,0.0668,3.2915
1786,227,40.0,0.5,0.25,0.25,10.2359,5.8895,14.5509,95.3405,94.6471,30.2148,0.3437,1.817
1787,227,40.0,0.6875,0.0,0.3125,5.9433,5.9434,14.6025,90.0001,89.9967,120.0005,0.3996,1.6712
1788,194,80.0,0.0,0.1875,0.8125,6.9838,6.9832,25.1446,90.0102,89.9856,119.9852,0.1251,0.8648
1789,194,80.0,0.1875,0.4375,0.375,6.5994,6.5991,24.44,90.0069,90.0025,119.9914,0.3761,1.1251
1790,33,80.0,0.9062,0.0312,0.0625,9.8901,8.4916,9.1232,90.0055,90.0023,90.0012,0.0951,4.1075
1791,206,80.0,0.5312,0.2812,0.1875,9.3473,9.3469,9.347,90.0029,90.0034,89.9974,0.2022,2.7804
1792,12,80.0,0.4375,0.2812,0.2812,24.3927,6.202,6.0758,89.9997,104.5965,90.0001,0.1201,1.9132
1793,194,80.0,0.125,0.4688,0.4062,6.6429,6.6426,24.5273,90.0041,90.0011,119.9904,0.3487,0.9185
1794,33,40.0,0.0,0.1875,0.8125,5.5728,9.4822,10.1054,89.9994,89.9967,90.0,0.1365,0.8761
1795,194,80.0,0.0,0.8125,0.1875,6.5234,6.5234,24.3401,89.9947,90.0054,119.9916,0.1439,1.6164
1796,33,40.0,0.0,0.25,0.75,5.5382,9.4298,10.0524,89.9992,89.9972,90.0,0.1453,0.9518
1797,167,30.0,0.3333,0.6667,0.0,4.9772,4.9768,13.4593,89.9952,90.0061,120.0005,0.0774,3.2055
1798,206,80.0,0.875,0.125,0.0,9.0371,9.0364,9.0366,90.0029,90.0038,89.9985,0.0866,4.53
1799,206,80.0,0.2188,0.4062,0.375,9.6445,9.6443,9.6443,90.0029,90.0029,89.9965,0.1912,1.7838
1800,167,30.0,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0654,3.7026
1801,206,80.0,0.0,0.1562,0.8438,10.1518,10.1518,10.152,90.0012,90.001,89.9983,0.0542,0.9876
1802,167,30.0,0.6667,0.0833,0.25,5.0243,5.024,13.5733,89.9901,90.0106,120.0015,0.1733,3.2378
1803,194,80.0,0.5312,0.4688,0.0,6.2128,6.2127,23.6991,90.0189,89.9983,120.0013,0.2406,2.7835
1804,227,40.0,0.6875,0.125,0.1875,10.0584,5.8243,14.3376,90.7744,90.8976,30.2899,0.3247,1.0618
1805,227,40.0,0.75,0.25,0.0,9.8735,5.6914,13.9587,92.5185,92.2888,30.1492,0.1428,3.2443
1806,227,40.0,0.0,0.5,0.5,10.7409,6.1553,15.3995,99.2078,97.7281,30.2454,0.1956,1.0088
1807,206,80.0,0.75,0.25,0.0,9.0894,9.0888,9.089,90.0034,90.0041,89.9976,0.0924,4.1088
1808,206,80.0,0.0312,0.0625,0.9062,10.1941,10.1941,10.1943,90.0007,90.0007,89.9989,0.0505,0.953
1809,12,20.0,0.125,0.75,0.125,12.3794,3.1017,5.9795,90.0,104.0611,90.0001,0.1321,1.699
1810,167,30.0,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0592,3.7727
1811,194,80.0,0.9062,0.0625,0.0312,6.1239,6.1235,23.4577,90.0089,90.003,120.0051,0.2033,3.7411
1812,167,30.0,0.5833,0.25,0.1667,5.0017,5.0014,13.5215,89.9914,90.0095,120.0013,0.1635,3.3411
1813,194,80.0,0.5625,0.1875,0.25,6.3884,6.3881,23.997,90.0148,90.0084,119.9972,0.367,1.4577
1814,12,20.0,0.75,0.0,0.25,12.0381,3.0478,5.9801,89.9993,104.6228,90.0002,0.2674,2.1706
1815,206,80.0,0.1562,0.0,0.8438,10.0863,10.0862,10.0865,90.0005,90.0008,89.9993,0.1125,0.875
1816,167,30.0,0.1667,0.4167,0.4167,5.2345,5.234,14.0096,89.9978,90.0022,120.0007,0.1882,1.796
1817,33,80.0,0.5312,0.3125,0.1562,10.1694,8.7197,9.3458,90.0024,90.0017,90.0011,0.1712,2.651
1818,206,80.0,0.0,0.625,0.375,9.7361,9.7362,9.7359,90.0038,90.0033,89.9951,0.1432,1.4149
1819,167,30.0,0.6667,0.0833,0.25,5.0243,5.024,13.5733,89.9901,90.0106,120.0015,0.1496,3.3346
1820,12,80.0,0.2812,0.3125,0.4062,24.5221,6.3164,6.236,89.9999,104.8685,90.0001,0.262,1.3577
1821,194,80.0,0.6562,0.3438,0.0,6.1745,6.1743,23.6052,90.0183,89.998,120.0028,0.1893,3.1621
1822,167,30.0,0.8333,0.1667,0.0,4.8534,4.8532,13.2099,89.9864,90.0145,120.0016,0.0294,4.8946
1823,167,30.0,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0579,3.7032
1824,206,80.0,0.625,0.0,0.375,9.4743,9.4738,9.4741,90.0013,90.0022,89.9993,0.2741,2.4442
1825,206,80.0,0.5,0.5,0.0,9.1942,9.1938,9.1937,90.0044,90.0045,89.9959,0.094,3.4391
1826,33,40.0,0.9375,0.0625,0.0,4.9031,8.4267,9.0582,90.0055,90.0024,90.0013,0.0408,4.4323
1827,167,60.0,0.0,0.375,0.625,10.7676,5.3833,14.3264,89.9994,89.9993,120.0007,0.1475,1.2065
1828,206,80.0,0.4062,0.2812,0.3125,9.5105,9.5102,9.5103,90.0026,90.0029,89.9974,0.211,2.2321
1829,194,80.0,0.4062,0.25,0.3438,6.5063,6.506,24.2351,90.0137,90.0068,119.9942,0.335,1.5102
1830,206,80.0,0.4688,0.3438,0.1875,9.3735,9.3731,9.3732,90.0032,90.0035,89.9969,0.1996,2.5708
1831,194,10.0,0.25,0.75,0.0,3.1511,3.1512,11.9553,90.012,90.0021,119.9976,0.1549,2.306
1832,227,40.0,0.25,0.4375,0.3125,10.4313,5.9866,14.8839,97.0024,95.9219,30.2084,0.3379,0.7999
1833,12,80.0,0.2812,0.3125,0.4062,24.5221,6.3164,6.236,89.9999,104.8685,90.0001,0.1686,1.5826
1834,12,20.0,0.875,0.0,0.125,11.9897,2.9951,5.8262,89.9991,104.3267,90.0002,0.2065,2.7415
1835,167,30.0,0.75,0.1667,0.0833,4.9172,4.917,13.3449,89.9883,90.0127,120.0015,0.0917,4.0373
1836,206,80.0,0.4062,0.5938,0.0,9.2335,9.2331,9.2329,90.0048,90.0047,89.9952,0.0896,3.1987
1837,167,30.0,0.4167,0.0,0.5833,5.259,5.2586,14.0718,89.9939,90.0057,120.0015,0.2744,1.9427
1838,206,80.0,0.4688,0.375,0.1562,9.3458,9.3454,9.3454,90.0034,90.0037,89.9967,0.1898,2.6446
1839,206,80.0,0.75,0.0,0.25,9.3111,9.3105,9.3108,90.0016,90.0026,89.9993,0.2514,2.9784
1840,227,40.0,0.625,0.375,0.0,9.8961,5.7293,14.1081,90.6626,90.7688,30.275,0.0434,2.5907
1841,206,80.0,0.0,0.5,0.5,9.847,9.847,9.8468,90.0031,90.0027,89.996,0.1335,1.2305
1842,227,40.0,0.1875,0.1875,0.625,6.3129,6.312,14.7652,90.0155,90.0073,120.0012,0.3576,0.3834
1843,206,80.0,0.2188,0.0625,0.7188,9.9493,9.9491,9.9494,90.0009,90.0012,89.9989,0.1625,1.201
1844,194,80.0,0.2812,0.1875,0.5312,6.6846,6.6842,24.5705,90.0134,90.0036,119.9905,0.3796,0.8778
1845,227,40.0,0.5625,0.25,0.1875,9.8456,5.7176,14.1245,91.1234,91.3032,30.573,0.2517,1.9433
1846,206,80.0,0.125,0.0,0.875,10.1271,10.127,10.1273,90.0005,90.0007,89.9993,0.0799,1.1465
1847,227,40.0,0.25,0.625,0.125,10.2624,5.8824,14.6173,96.0146,94.9815,30.1406,0.1669,1.8572
1848,33,80.0,0.3438,0.5625,0.0938,10.1877,8.7421,9.3644,90.0003,90.0017,90.0014,0.1208,2.4577
1849,12,80.0,0.0,0.4062,0.5938,24.765,6.5014,6.486,90.0003,105.241,90.0,0.0444,1.2108
1850,167,30.0,0.5833,0.1667,0.25,5.0449,5.0446,13.6149,89.9915,90.0092,120.0014,0.216,2.8968
1851,227,40.0,0.8125,0.1875,0.0,9.751,5.6595,13.963,90.9688,91.1228,30.5185,0.1708,2.4287
1852,33,40.0,0.0,0.0,1.0,5.6768,9.6396,10.2645,89.9999,89.9953,90.0003,0.1861,0.7401
1853,206,80.0,0.5312,0.1562,0.3125,9.4581,9.4577,9.4579,90.0021,90.0027,89.9982,0.2415,2.3631
1854,167,30.0,0.0,0.75,0.25,5.1894,5.1888,13.9059,90.0005,89.9999,120.0001,0.1387,1.8257
1855,33,80.0,0.7812,0.0625,0.1562,10.0525,8.6201,9.2504,90.0047,90.0019,90.001,0.1767,3.1875
1856,206,80.0,0.25,0.4062,0.3438,9.6037,9.6035,9.6035,90.003,90.003,89.9965,0.1935,1.8063
1857,167,30.0,0.8333,0.0833,0.0833,4.8966,4.8964,13.3033,89.9868,90.0141,120.0017,0.0995,4.3239
1858,12,80.0,0.2188,0.5,0.2812,24.62,6.2643,6.1204,90.0,104.5208,90.0001,0.187,1.4915
1859,206,80.0,0.4062,0.4688,0.125,9.3443,9.344,9.3439,90.0039,90.0039,89.9961,0.1538,2.6667
1860,167,30.0,0.5833,0.4167,0.0,4.9153,4.915,13.3346,89.9909,90.0103,120.0011,0.0502,4.0502
1861,33,80.0,0.2812,0.2188,0.5,10.6676,9.1079,9.7329,90.0012,89.9996,90.0004,0.2249,1.3424
1862,227,40.0,0.75,0.0,0.25,10.1064,5.8488,14.2323,88.3398,88.0867,30.2409,0.4183,1.872
1863,206,80.0,0.3438,0.0,0.6562,9.8415,9.8412,9.8416,90.0008,90.0013,89.9993,0.2245,1.4089
1864,167,30.0,0.75,0.0833,0.1667,4.9604,4.9602,13.4383,89.9886,90.0123,120.0016,0.1632,3.4006
1865,33,80.0,0.7812,0.0312,0.1875,10.0872,8.6463,9.2769,90.0049,90.0018,90.0009,0.2173,2.8658
1866,33,80.0,0.8438,0.0938,0.0625,9.9193,8.5165,9.147,90.0049,90.0022,90.0012,0.1206,3.792
1867,194,80.0,0.0,0.7812,0.2188,6.5464,6.5463,24.3802,89.9947,90.0047,119.9912,0.1181,1.6023
1868,12,80.0,0.375,0.375,0.25,24.4659,6.2023,6.0565,89.9998,104.4912,90.0001,0.1485,2.014
1869,167,30.0,0.6667,0.1667,0.1667,4.9811,4.9808,13.4799,89.99,90.0109,120.0014,0.1439,3.4281
1870,12,80.0,0.375,0.2188,0.4062,24.4246,6.2898,6.217,89.9998,104.9005,90.0001,0.1762,1.8523
1871,206,80.0,0.3125,0.6875,0.0,9.2727,9.2725,9.2722,90.0052,90.0048,89.9946,0.0843,2.9803
1872,33,80.0,0.4375,0.4688,0.0938,10.1439,8.7047,9.3286,90.0012,90.0018,90.0014,0.1364,2.6141
1873,12,20.0,0.0,0.5,0.5,12.3949,3.2244,6.3896,90.0003,105.0105,90.0,0.1176,1.2519
1874,194,80.0,0.7188,0.1875,0.0938,6.2252,6.2249,23.6787,90.0146,90.0042,120.0017,0.2893,2.9493
1875,33,80.0,0.1875,0.0938,0.7188,10.954,9.3288,9.9543,90.001,89.998,90.0003,0.286,1.1209
1876,227,40.0,0.1875,0.5,0.3125,6.1012,6.1014,14.8424,90.0105,89.9849,119.9987,0.2771,1.2431
1877,194,80.0,0.6562,0.0312,0.3125,6.4063,6.4059,24.007,90.0139,90.0135,119.9972,0.4257,1.4009
1878,206,80.0,0.5,0.0,0.5,9.6375,9.6371,9.6374,90.001,90.0018,89.9993,0.2592,1.9579
1879,227,40.0,0.125,0.5625,0.3125,10.4233,6.0396,14.8827,91.0488,91.2192,30.3538,0.3782,0.7963
1880,194,80.0,0.875,0.0625,0.0625,6.1561,6.1557,23.5213,90.0097,90.005,120.0041,0.2612,2.0278
1881,227,40.0,0.5,0.25,0.25,10.2157,5.9135,14.3717,88.4381,88.2003,30.2631,0.3073,2.0187
1882,194,80.0,0.5,0.0625,0.4375,6.5466,6.5461,24.2852,90.0157,90.0113,119.9938,0.4197,1.3007
1883,12,80.0,0.0,0.7812,0.2188,24.8639,6.2915,6.101,90.0002,104.2773,90.0001,0.0162,1.6187
1884,206,80.0,0.5312,0.3125,0.1562,9.3196,9.3192,9.3192,90.0032,90.0035,89.9971,0.1912,2.7613
1885,206,80.0,0.0625,0.0938,0.8438,10.1256,10.1256,10.1258,90.0009,90.0009,89.9987,0.0882,0.9729
1886,12,20.0,0.125,0.0,0.875,12.2804,3.3116,6.7505,90.0002,105.9346,90.0,0.2606,0.9288
1887,206,80.0,0.0,0.4688,0.5312,9.8747,9.8747,9.8746,90.0029,90.0025,89.9962,0.1258,1.2399
1888,12,80.0,0.25,0.2812,0.4688,24.5381,6.3603,6.3066,90.0,105.0163,90.0001,0.1254,1.4913
1889,167,60.0,0.0,0.25,0.75,10.8972,5.4481,14.4666,89.9988,89.9993,120.0009,0.13,1.1275
1890,227,40.0,0.8125,0.0,0.1875,10.0065,5.7786,14.1615,93.257,93.0611,30.2331,0.3117,2.3555
1891,33,80.0,0.5625,0.25,0.1875,10.1894,8.7335,9.3604,90.0028,90.0016,90.001,0.1641,2.5916
1892,167,30.0,0.75,0.0833,0.1667,4.9604,4.9602,13.4383,89.9886,90.0123,120.0016,0.1483,3.5688
1893,227,40.0,0.6875,0.0,0.3125,10.0978,5.8551,14.227,84.3296,83.3947,30.9286,0.3612,1.6942
1894,167,30.0,0.1667,0.5,0.3333,5.1913,5.1908,13.9162,89.9979,90.0023,120.0006,0.1877,1.9775
1895,206,80.0,0.0,0.375,0.625,9.9578,9.9578,9.9578,90.0023,90.002,89.9968,0.1113,1.1465
1896,33,80.0,0.875,0.0,0.125,9.974,8.5565,9.1881,90.0055,90.0021,90.001,0.1173,3.7216
1897,12,20.0,0.25,0.75,0.0,12.3309,3.049,5.826,89.9998,103.7468,90.0001,0.0066,2.4501
1898,194,80.0,0.2812,0.3125,0.4062,6.5922,6.5919,24.4096,90.011,90.0041,119.992,0.2983,1.0943
1899,12,80.0,0.5,0.3438,0.1562,24.3607,6.1143,5.9348,89.9996,104.2795,90.0002,0.1776,2.1641
1900,167,30.0,0.5833,0.4167,0.0,4.9153,4.915,13.3346,89.9909,90.0103,120.0011,0.0609,3.8742
1901,33,80.0,0.25,0.0938,0.6562,10.8555,9.2514,9.8774,90.0014,89.9985,90.0003,0.2592,1.2751
1902,12,80.0,0.0,0.9062,0.0938,24.8969,6.2215,5.9731,90.0002,103.9295,90.0001,0.0139,1.8213
1903,12,80.0,0.3438,0.3438,0.3125,24.4819,6.2462,6.127,89.9998,104.6466,90.0001,0.1685,1.7993
1904,206,80.0,0.4062,0.375,0.2188,9.4274,9.4271,9.4271,90.0032,90.0034,89.9967,0.2083,2.2695
1905,33,80.0,0.5938,0.0625,0.3438,10.3481,8.8522,9.481,90.0037,90.001,90.0007,0.2581,2.2951
1906,12,20.0,1.0,0.0,0.0,11.9413,2.9423,5.6725,89.9989,104.0172,90.0003,0.0254,4.4587
1907,33,40.0,0.125,0.1875,0.6875,5.4743,9.3275,9.9516,90.0002,89.998,90.0002,0.2156,1.0662
1908,167,30.0,0.25,0.75,0.0,4.9979,4.9974,13.5009,89.9966,90.0048,120.0003,0.0737,2.9957
1909,194,80.0,0.5,0.5,0.0,6.2225,6.2224,23.7226,90.0187,89.9985,120.0009,0.2097,2.6977
1910,167,30.0,0.5,0.25,0.25,5.0655,5.0652,13.6565,89.9928,90.0079,120.0012,0.2264,2.5295
1911,206,80.0,0.4375,0.1875,0.375,9.5528,9.5525,9.5527,90.0021,90.0025,89.998,0.2392,1.9526
1912,33,80.0,0.0,0.1875,0.8125,11.1457,9.4822,10.1054,89.9994,89.9967,90.0,0.1154,0.9503
1913,167,30.0,0.5,0.1667,0.3333,5.1087,5.1084,13.7499,89.9929,90.0076,120.0013,0.2936,2.2891
1914,33,80.0,0.6875,0.1562,0.1562,10.0963,8.6575,9.2862,90.0039,90.0019,90.0011,0.1827,3.006
1915,194,80.0,0.5,0.5,0.0,6.2225,6.2224,23.7226,90.0187,89.9985,120.0009,0.2248,2.683
1916,206,80.0,0.5,0.3438,0.1562,9.3327,9.3323,9.3323,90.0033,90.0036,89.9969,0.1872,2.707
1917,33,40.0,0.375,0.1875,0.4375,5.2772,9.018,9.6441,90.0019,90.0001,90.0005,0.2014,1.8082
1918,167,60.0,0.8333,0.1667,0.0,9.7069,4.8532,13.2099,89.9864,90.0145,120.0016,0.0274,4.8849
1919,33,80.0,0.5938,0.1875,0.2188,10.2095,8.7473,9.375,90.0032,90.0015,90.0009,0.2116,2.5202
1920,206,80.0,0.5625,0.4375,0.0,9.168,9.1675,9.1675,90.0042,90.0044,89.9963,0.11,3.4765
1921,227,40.0,0.75,0.25,0.0,5.7352,5.735,14.037,89.9997,90.0009,119.9977,0.3441,1.4163
1922,12,80.0,0.1562,0.8125,0.0312,24.751,6.1421,5.8772,90.0,103.8047,90.0001,0.0475,2.134
1923,167,30.0,0.0,0.9167,0.0833,5.103,5.1024,13.719,90.0007,90.0004,119.9999,0.1041,2.1723
1924,12,80.0,0.4688,0.1875,0.3438,24.3437,6.2281,6.1336,89.9997,104.7716,90.0001,0.1535,1.9159
1925,194,80.0,0.3125,0.25,0.4375,6.6053,6.605,24.4263,90.0125,90.0049,119.9919,0.3785,0.8826
1926,206,80.0,0.2812,0.125,0.5938,9.8123,9.812,9.8123,90.0014,90.0017,89.9984,0.2108,1.4768
1927,33,80.0,0.5,0.1562,0.3438,10.392,8.8895,9.5168,90.0028,90.0008,90.0007,0.2644,2.149
1928,194,80.0,0.3125,0.0,0.6875,6.7903,6.7897,24.7481,90.0191,90.0038,119.9891,0.4404,0.6784
1929,33,40.0,0.6875,0.3125,0.0,4.9615,8.5264,9.1536,90.0032,90.0023,90.0016,0.036,3.5796
1930,33,80.0,0.7812,0.1875,0.0312,9.9139,8.5152,9.1444,90.0042,90.0023,90.0014,0.0729,3.7703
1931,194,80.0,0.7812,0.0,0.2188,6.2996,6.2991,23.7925,90.011,90.0132,120.0001,0.3551,2.2398
1932,206,80.0,0.5312,0.25,0.2188,9.375,9.3746,9.3747,90.0027,90.0032,89.9976,0.2199,2.6423
1933,194,80.0,0.6875,0.3125,0.0,6.165,6.1648,23.5817,90.0177,89.9981,120.0032,0.1422,3.2883
1934,227,40.0,0.8125,0.0,0.1875,5.8609,5.8604,13.9104,90.012,90.002,120.0027,0.3556,2.3236
1935,12,80.0,0.375,0.25,0.375,24.4329,6.2723,6.1848,89.9998,104.8203,90.0001,0.1395,1.8893
1936,194,80.0,0.3125,0.125,0.5625,6.6978,6.6973,24.5872,90.0151,90.0046,119.9904,0.4808,0.7638
1937,167,30.0,0.8333,0.0833,0.0833,4.8966,4.8964,13.3033,89.9868,90.0141,120.0017,0.0915,4.3484
1938,194,80.0,0.3125,0.2812,0.4062,6.5822,6.5819,24.3861,90.012,90.0049,119.9923,0.3493,1.1758
1939,194,80.0,0.0625,0.9062,0.0312,6.3874,6.3875,24.0921,90.0008,90.0067,119.9946,0.2024,1.9202
1940,33,80.0,0.25,0.3438,0.4062,10.5782,9.0416,9.6653,90.0005,90.0,90.0005,0.2138,1.6391
1941,167,30.0,0.1667,0.25,0.5833,5.3209,5.3204,14.1965,89.9973,90.0019,120.001,0.2026,1.5539
1942,167,30.0,0.5833,0.4167,0.0,4.9153,4.915,13.3346,89.9909,90.0103,120.0011,0.0456,4.0046
1943,194,80.0,0.2188,0.4062,0.375,6.5893,6.589,24.4164,90.0082,90.003,119.9917,0.3633,1.0539
1944,12,20.0,0.0,1.0,0.0,12.4608,3.0845,5.8773,90.0001,103.6591,90.0001,0.0,1.9959
1945,33,80.0,0.125,0.25,0.625,10.8793,9.275,9.8986,90.0,89.9984,90.0002,0.2087,1.2207
1946,33,80.0,0.4062,0.2812,0.3125,10.4011,8.9007,9.5261,90.0017,90.0008,90.0007,0.2022,2.1454
1947,167,30.0,0.0,0.5,0.5,5.319,5.3184,14.1862,89.9999,89.9995,120.0005,0.1274,1.4621
1948,194,80.0,0.3438,0.25,0.4062,6.5723,6.5719,24.3625,90.0129,90.0057,119.9927,0.3905,1.095
1949,167,30.0,0.0,0.3333,0.6667,5.4054,5.4049,14.3731,89.9992,89.9993,120.0008,0.1349,1.2064
1950,33,80.0,0.0625,0.9375,0.0,10.2153,8.7756,9.3922,89.997,90.0018,90.002,0.0586,2.1984
1951,33,40.0,0.5,0.0625,0.4375,5.248,8.9682,9.5964,90.0031,90.0004,90.0006,0.2438,1.9329
1952,12,80.0,0.4688,0.2812,0.25,24.3685,6.1757,6.0374,89.9997,104.5239,90.0001,0.1723,2.1461
1953,33,80.0,0.0625,0.0625,0.875,11.1858,9.5098,10.1346,90.0002,89.9965,90.0002,0.1864,0.848
1954,12,20.0,0.375,0.5,0.125,12.2494,3.0662,5.9283,89.9997,104.1484,90.0001,0.0844,2.438
1955,194,80.0,0.4062,0.375,0.2188,6.4138,6.4136,24.0743,90.0136,90.0048,119.996,0.3059,2.0197
1956,206,80.0,0.6562,0.3438,0.0,9.1287,9.1282,9.1282,90.0038,90.0042,89.9969,0.1066,3.7308
1957,12,80.0,0.375,0.25,0.375,24.4329,6.2723,6.1848,89.9998,104.8203,90.0001,0.151,1.7653
1958,194,80.0,0.4688,0.3125,0.2188,6.3942,6.3939,24.0273,90.0146,90.0056,119.9967,0.324,1.6883
1959,227,40.0,0.3125,0.5625,0.125,10.1548,5.8818,14.4908,90.8607,91.0004,30.3176,0.2315,2.0527
1960,227,40.0,0.5625,0.125,0.3125,10.1815,5.8976,14.3001,84.1312,83.1775,30.8272,0.3742,1.1132
1961,167,30.0,0.75,0.0833,0.1667,4.9604,4.9602,13.4383,89.9886,90.0123,120.0016,0.143,3.7472
1962,167,30.0,0.1667,0.6667,0.1667,5.1049,5.1044,13.7293,89.9981,90.0028,120.0004,0.1342,2.3091
1963,206,80.0,0.0,0.0625,0.9375,10.2349,10.2349,10.2352,90.0007,90.0006,89.999,0.0219,0.9466
1964,227,40.0,0.8125,0.125,0.0625,5.7575,5.7577,14.1647,89.9991,89.9999,120.0006,0.235,2.8609
1965,227,40.0,0.375,0.3125,0.3125,6.0498,6.0499,14.7302,90.008,89.9872,119.9988,0.3701,1.1168
1966,33,80.0,0.0,0.625,0.375,10.6604,9.1151,9.7342,89.9979,89.9997,90.0004,0.0856,1.4631
1967,12,80.0,0.0,0.6875,0.3125,24.8392,6.344,6.1971,90.0002,104.529,90.0001,0.0198,1.5097
1968,12,80.0,0.125,0.875,0.0,24.7917,6.1335,5.8516,90.0,103.7028,90.0001,0.001,2.1224
1969,227,40.0,0.5625,0.375,0.0625,9.8456,5.7176,14.1245,91.1234,91.3033,30.573,0.2547,2.1936
1970,33,40.0,0.875,0.125,0.0,4.9177,8.4516,9.0821,90.0049,90.0024,90.0014,0.0393,4.2051
1971,167,30.0,0.6667,0.3333,0.0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,0.0426,4.2449
1972,33,80.0,0.2188,0.1562,0.625,10.8354,9.2377,9.8628,90.001,89.9987,90.0003,0.2316,1.1441
1973,12,80.0,0.4062,0.375,0.2188,24.4417,6.1759,6.0181,89.9997,104.4178,90.0001,0.0893,2.1901
1974,33,80.0,0.3438,0.5,0.1562,10.2571,8.7945,9.4174,90.0005,90.0015,90.0012,0.1503,2.2665
1975,33,80.0,0.625,0.125,0.25,10.2295,8.761,9.3896,90.0036,90.0014,90.0009,0.182,2.5762
1976,194,80.0,0.125,0.875,0.0,6.3435,6.3436,24.0048,90.0055,90.0052,119.9959,0.164,2.1283
1977,206,80.0,0.4688,0.25,0.2812,9.4566,9.4563,9.4564,90.0026,90.003,89.9976,0.2203,2.3626
1978,167,30.0,0.6667,0.3333,0.0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,0.0406,4.2602
1979,206,80.0,0.3438,0.375,0.2812,9.509,9.5087,9.5087,90.0031,90.0032,89.9967,0.2079,2.1632
1980,12,20.0,0.375,0.5,0.125,12.2494,3.0662,5.9283,89.9997,104.1484,90.0001,0.0614,2.4501
1981,194,80.0,0.4375,0.0,0.5625,6.6585,6.658,24.4931,90.0177,90.0102,119.9916,0.285,1.0948
1982,167,30.0,0.8333,0.1667,0.0,4.8534,4.8532,13.2099,89.9864,90.0145,120.0016,0.0294,4.8783
1983,206,80.0,0.8125,0.0,0.1875,9.2295,9.2288,9.2292,90.0018,90.0029,89.9993,0.2231,3.2816
1984,194,10.0,0.25,0.5,0.25,3.2434,3.2433,12.1161,90.0088,90.0037,119.9938,0.6572,0.4819
1985,194,80.0,0.0,0.875,0.125,6.4775,6.4775,24.2597,89.9951,90.0067,119.9924,0.1536,1.7037
1986,12,80.0,0.7188,0.125,0.1562,24.1334,6.0521,5.8902,89.9993,104.3571,90.0002,0.1745,2.9289
1987,194,80.0,0.3438,0.0938,0.5625,6.6879,6.6874,24.5637,90.016,90.0059,119.9907,0.2809,0.9872
1988,167,60.0,0.3333,0.6667,0.0,9.9545,4.9768,13.4593,89.9952,90.0061,120.0005,0.0709,3.1804
1989,167,30.0,0.75,0.0833,0.1667,4.9604,4.9602,13.4383,89.9886,90.0123,120.0016,0.1571,3.5298
1990,206,80.0,0.375,0.1875,0.4375,9.6344,9.6342,9.6343,90.0019,90.0023,89.998,0.2331,1.8261
1991,206,80.0,0.5,0.0,0.5,9.6375,9.6371,9.6374,90.001,90.0018,89.9993,0.2617,1.8352
1992,33,40.0,0.625,0.375,0.0,4.9761,8.5513,9.1775,90.0026,90.0023,90.0017,0.0343,3.4308
1993,194,80.0,0.4688,0.3125,0.2188,6.3942,6.3939,24.0273,90.0146,90.0056,119.9967,0.3383,2.1622
1994,12,80.0,0.375,0.4062,0.2188,24.4741,6.1848,6.0244,89.9998,104.4069,90.0001,0.1739,2.0889
